sequence,v115@DhB8IeB8GeC8FeE8JeXLYaAFLDmClcJSAVDEHBEooR?BToAVBv/TFDU+AAAvhFzpBOpB6tB0mBlqBxuB,v115@DhB8IeB8GeC8FeE8JeXLYaAFLDmClcJSAVDEHBEooR?BToAVBvCmFDK+AAAvhFTpB6oB1mBMqB2uBRvB,v115@DhB8IeB8GeC8FeE8Je1OYaAFLDmClcJSAVDEHBEooR?BUoAVBpiLuCKHBAAvhFxqB6oB0hBXgBOkBzqB,v115@DhB8IeB8GeC8FeE8JeXLYaAFLDmClcJSAVDEHBEooR?BToAVBK+TFDUHBAAvhFWqBZkB6oB0mB1qBzpB,v115@DhB8IeB8GeC8FeE8Je0KYaAFLDmClcJSAVDEHBEooR?BaoAVB0SltCKHBAAvhF1uB6tBRrBXlBOpBTrB,v115@DhB8IeB8GeC8FeE8JeXLYaAFLDmClcJSAVDEHBEooR?BToAVB0izPCJHBAAvhF1uB6tB0mBOpBRqBTqB,v115@DhB8IeB8GeC8FeE8JeTJYaAFLDmClcJSAVDEHBEooR?BPoAVBaN8LC0/AAAvhF0qB3mB6oBxpBFmBmpB,v115@DhB8IeB8GeC8FeE8Je3JYaAFLDmClcJSAVDEHBEooR?BToAVB0izPCJHBAAvhFFrB6oB0hBOkBRqBTqB,v115@DhB8IeB8GeC8FeE8Je2OYaAFLDmClcJSAVDEHBEooR?BKoAVBpiLuCUHBAAvhFxqB6oB0hB/kBFlBzqB,v115@DhB8IeB8GeC8FeE8Je1OYaAFLDmClcJSAVDEHBEooR?BUoAVBzXUPCP+AAAvhF3mBUlB6oBOkBzqBxvB,v115@DhB8IeB8GeC8FeE8Je2OYaAFLDmClcJSAVDEHBEooR?BKoAVBpC+tCaHBAAvhFxqB6oB1mB/kBUlBzqB,v115@DhB8IeB8GeC8FeE8JeXLYaAFLDmClcJSAVDEHBEooR?BToAVBqijxCP+AAAvhFmpB6oB0hBllBTpBxuB,v115@DhB8IeB8GeC8FeE8JeTJYaAFLDmClcJSAVDEHBEooR?BPoAVB0izPCT+AAAvhFFrB6oB0hBmkB3qBxuB,v115@DhB8IeB8GeC8FeE8JezKYaAFLDmClcJSAVDEHBEooR?BPoAVBz/DxCa+AAAvhFXlBOpB6oBlmB0pBxvB,v115@DhB8IeB8GeC8FeE8JezJYaAFLDmClcJSAVDEHBEooR?BPoAVB6/DxCT+AAAvhF0lBOpB6oBlmBXrBxuB,v115@DhB8IeB8GeC8FeE8Je0KYaAFLDmClcJSAVDEHBEooR?BaoAVBqSltCUHBAAvhF2uB6tBRrB/pBFlBTrB,v115@DhB8IeB8GeC8FeE8JezKYaAFLDmClcJSAVDEHBEooR?BPoAVBzCmFDK+AAAvhFXlB6oBlmBMkB2uBxvB,v115@DhB8IeB8GeC8FeE8JeXLYaAFLDmClcJSAVDEHBEooR?BToAVBpyaFD0/AAAvhFxpB6oBTpB0mB1qBmpB,v115@DhB8IeB8GeC8FeE8JezJYaAFLDmClcJSAVDEHBEooR?BPoAVBpCmPCaNBAAvhFZkB6oBlmBWlB0lBXrB,v115@DhB8IeB8GeC8FeE8JezJYaAFLDmClcJSAVDEHBEooR?BPoAVBpCmPCzXBAAvhFZkB6oBlmBWlBXmB0qB,v115@DhB8IeB8GeC8FeE8JeRPYaAFLDmClcJSAVDEHBEooR?BJoAVB6CegCz/AAAvhF0kB6oBlmBTgBXmBOpB,v115@DhB8IeB8GeC8FeE8JezJYaAFLDmClcJSAVDEHBEooR?BPoAVBseltCqXBAAvhF6oBlmBxkBXmBOpB0qB,v115@DhB8IeB8GeC8FeE8JezJYaAFLDmClcJSAVDEHBEooR?BPoAVBseNFDKNBAAvhF6oBlmBxkB0lBOpBXrB,v115@DhB8IeB8GeC8FeE8Je0KYaAFLDmClcJSAVDEHBEooR?BaoAVBM+dgCKNBAAvhF6oBRmBlkBTmBOpBXqB,v115@DhB8IeB8GeC8FeE8JeXKYaAFLDmClcJSAVDEHBEooR?BToAVBM+dgCqXBAAvhF6oBRmBlkBTmBOpB0qB,v115@DhB8IeB8GeC8FeE8JemJYaAFLDmClcJSAVDEHBEooR?BKoAVBseltCvXBAAvhF6oBlmBxkBXmBTpB0qB,v115@DhB8IeB8GeC8FeE8JemJYaAFLDmClcJSAVDEHBEooR?BKoAVB6CegCT+AAAvhF0lB6oBlmBTpBXrBxuB,v115@DhB8IeB8GeC8FeE8JemJYaAFLDmClcJSAVDEHBEooR?BKoAVBseNFDTHBAAvhF6oBlmBxkB0lBXrBTpB
JIOTSZL,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOTZLS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
JIOTZSL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOLTSZ,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X
JIOLTZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,O
JIOLSTZ,O,X,X,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
JIOLSZT,O,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOLZTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
JIOLZST,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOSTLZ,O,X,X,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
JIOSTZL,O,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOSLTZ,O,X,X,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
JIOSLZT,O,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOSZTL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOSZLT,O,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOZTLS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
JIOZTSL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOZLTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
JIOZLST,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOZSTL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOZSLT,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JLTISZO,O,X,O,X,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O
JLTISOZ,O,X,O,X,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
JLTIZSO,O,X,O,X,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JLTIZOS,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O
JLTIOSZ,O,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X,X
JLTIOZS,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,O
JLTSIZO,O,X,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O
JLTSIOZ,O,X,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
JLTSZIO,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JLTSZOI,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
JLTSOIZ,O,X,O,X,O,O,X,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JLTSOZI,O,O,O,X,O,O,X,O,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JLTZISO,O,O,O,X,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O
JLTZIOS,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLTZSIO,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JLTZSOI,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
JLTZOIS,O,O,O,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JLTZOSI,O,O,O,X,O,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JLTOISZ,O,X,O,X,O,X,X,X,X,X,O,X,O,O,X,X,O,X,O,O,X,O,O,X,X,O,X,X
JLTOIZS,O,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,O,O,X,X,X,X,O
JLTOSIZ,O,X,O,X,O,O,X,X,X,O,O,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
JLTOSZI,O,O,O,X,O,O,X,X,X,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JLTOZIS,O,O,O,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X
JLTOZSI,O,O,O,X,O,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JLITSZO,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O
JLITSOZ,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
JLITZSO,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JLITZOS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O
JLITOSZ,O,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X
JLITOZS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,O
JLISTZO,O,X,X,O,O,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,O
JLISTOZ,O,X,X,O,O,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X
JLISZTO,O,X,X,O,O,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JLISZOT,O,X,X,O,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JLISOTZ,O,X,X,O,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JLISOZT,O,X,X,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JLIZTSO,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O
JLIZTOS,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O
JLIZSTO,O,X,X,O,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JLIZSOT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JLIZOTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
JLIZOST,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JLIOTSZ,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X
JLIOTZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,O
JLIOSTZ,O,X,X,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
JLIOSZT,O,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JLIOZTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
JLIOZST,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JLSTIZO,O,X,X,O,X,O,X,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,O,X,O
JLSTIOZ,O,X,X,O,X,O,X,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X
JLSTZIO,O,O,X,O,X,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JLSTZOI,O,O,X,O,X,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
JLSTOIZ,O,X,X,O,X,O,X,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JLSTOZI,O,O,X,O,X,O,O,O,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JLSITZO,O,X,X,O,X,X,X,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,O,X,O
JLSITOZ,O,X,X,O,X,X,X,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X
JLSIZTO,O,X,X,O,X,X,X,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JLSIZOT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JLSIOTZ,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JLSIOZT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
JLSZTIO,O,X,X,O,X,O,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JLSZTOI,O,X,X,O,X,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
JLSZITO,O,X,X,O,X,X,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JLSZIOT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JLSZOTI,O,X,X,X,X,X,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JLSZOIT,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JLSOTIZ,O,X,X,O,X,X,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JLSOTZI,O,O,X,O,X,X,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JLSOITZ,O,X,X,O,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JLSOIZT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JLSOZTI,O,X,X,X,X,X,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JLSOZIT,O,X,X,O,X,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JLZTISO,O,O,O,X,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O
JLZTIOS,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O
JLZTSIO,O,O,O,X,O,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JLZTSOI,O,O,O,X,O,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
JLZTOIS,O,O,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JLZTOSI,O,O,O,X,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JLZITSO,O,O,O,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O
JLZITOS,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O
JLZISTO,O,X,X,O,X,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JLZISOT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JLZIOTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZIOST,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JLZSTIO,O,O,X,O,X,O,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JLZSTOI,O,O,X,O,X,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
JLZSITO,O,X,X,O,X,X,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JLZSIOT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JLZSOTI,O,X,X,X,X,X,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JLZSOIT,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JLZOTIS,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JLZOTSI,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JLZOITS,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZOIST,O,X,X,X,X,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JLZOSTI,O,O,X,X,X,X,O,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JLZOSIT,O,X,X,X,X,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JLOTISZ,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,O,X,O,O,X,O,O,X,X,O,X,X
JLOTIZS,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,O,O,X,X,X,X,O
JLOTSIZ,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
JLOTSZI,O,O,X,X,X,X,X,X,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JLOTZIS,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X
JLOTZSI,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JLOITSZ,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,O,O,X,O,O,X,X,O,X,X
JLOITZS,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,O,O,X,X,X,X,O
JLOISTZ,O,X,X,X,X,X,X,X,O,X,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
JLOISZT,O,X,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JLOIZTS,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
JLOIZST,O,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JLOSTIZ,O,X,X,X,X,X,X,X,O,X,O,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
JLOSTZI,O,O,X,X,X,X,O,X,O,X,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
JLOSITZ,O,X,X,X,X,X,X,X,O,X,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
JLOSIZT,O,X,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JLOSZTI,O,O,X,X,X,X,O,X,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
JLOSZIT,O,X,X,X,X,X,O,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JLOZTIS,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X
JLOZTSI,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JLOZITS,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
JLOZIST,O,X,X,X,X,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JLOZSTI,O,O,X,X,X,X,O,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JLOZSIT,O,X,X,X,X,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JSTILZO,O,X,X,O,X,O,X,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,O,X,O
JSTILOZ,O,X,X,O,X,O,X,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X
JSTIZLO,O,X,X,O,X,O,X,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JSTIZOL,O,X,X,O,X,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSTIOLZ,O,X,X,O,X,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSTIOZL,O,X,X,O,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JSTLIZO,O,X,X,O,X,O,X,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,O,X,O
JSTLIOZ,O,X,X,O,X,O,X,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X
JSTLZIO,O,O,X,O,X,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JSTLZOI,O,O,X,O,X,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
JSTLOIZ,O,X,X,O,X,O,X,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSTLOZI,O,O,X,O,X,O,O,O,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JSTZILO,O,O,X,O,X,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JSTZIOL,O,O,X,O,X,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSTZLIO,O,O,X,O,X,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JSTZLOI,O,O,X,O,X,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
JSTZOIL,O,O,X,O,X,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSTZOLI,O,O,X,O,X,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSTOILZ,O,X,X,O,X,O,X,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSTOIZL,O,X,X,O,X,O,X,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JSTOLIZ,O,X,X,O,X,O,X,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSTOLZI,O,O,X,O,X,O,O,O,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JSTOZIL,O,O,X,O,X,O,O,X,X,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JSTOZLI,O,O,X,O,X,O,O,O,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JSITLZO,O,X,X,O,X,X,X,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,O,X,O
JSITLOZ,O,X,X,O,X,X,X,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X
JSITZLO,O,X,X,O,X,X,X,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JSITZOL,O,X,X,O,X,X,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSITOLZ,O,X,X,O,X,X,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSITOZL,O,X,X,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JSILTZO,O,X,X,O,X,X,X,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,O,X,O
JSILTOZ,O,X,X,O,X,X,X,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X
JSILZTO,O,X,X,O,X,X,X,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JSILZOT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JSILOTZ,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JSILOZT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
JSIZTLO,O,X,X,O,X,X,X,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JSIZTOL,O,X,X,O,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSIZLTO,O,X,X,O,X,X,X,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JSIZLOT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JSIZOTL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSIZOLT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
